name,day_of_week,color,start_time,end_time,other_notes,document_id,name_venue,address,phone_number,other_notes_venue
Baby Steps,Thursday,#cd9faf,12:30:00+00:00,16:30:00+00:00,"9 Jan - 13 Feb, 20 Feb - 27 Mar 6 week programme for expectant parents. To register email: BabySteps@gstt.nhs.uk",Better%20Start%20STREATHAM%20Spring%202025,Sunnyhill Children’s Centre,"9 Harborough Road,SW16 2XW",020 4548 2561,
Baby Explorers 0 - 12 months,Thursday,#cd9faf,13:30:00+00:00,15:00:00+00:00,Please call to book,Better%20Start%20STREATHAM%20Spring%202025,Sunnyhill Children’s Centre,"9 Harborough Road,SW16 2XW",020 4548 2561,
Better Start Worker 1-1 Support 5 - 11 years,Thursday,#cd9faf,,,By appointment. Please call to book,Better%20Start%20STREATHAM%20Spring%202025,Sunnyhill Children’s Centre,"9 Harborough Road,SW16 2XW",020 4548 2561,
Speech & Language Therapy Clinic Children’s Community Services,Thursday,#cd9faf,,,By appointment,Better%20Start%20STREATHAM%20Spring%202025,Sunnyhill Children’s Centre,"9 Harborough Road,SW16 2XW",020 4548 2561,
Child Health Review Clinic,Friday,#aae3ff,,,By Appointment,Better%20Start%20STREATHAM%20Spring%202025,Hitherfield Children’s Centre,"9 Hitherfield Rd,SW16 2LW",020 8835 9569,
Baby Explorers 0 - 12 months,Friday,#cd9faf,09:30:00+00:00,11:00:00+00:00,Please call to book,Better%20Start%20STREATHAM%20Spring%202025,Sunnyhill Children’s Centre,"9 Harborough Road,SW16 2XW",020 4548 2561,
CHATTERTIME! Child speech and language development stay and play with a Speech and Language Therapist.,Friday,#cd9faf,09:30:00+00:00,11:00:00+00:00,Please call to book,Better%20Start%20STREATHAM%20Spring%202025,Sunnyhill Children’s Centre,"9 Harborough Road,SW16 2XW",020 4548 2561,
Child Vaccination Clinic,Friday,#cd9faf,10:00:00+00:00,12:00:00+00:00,Information Workshop 31 Jan & 28 Mar Please call to register. Vaccination Clinic 28 Feb. Please call to book,Better%20Start%20STREATHAM%20Spring%202025,Sunnyhill Children’s Centre,"9 Harborough Road,SW16 2XW",020 4548 2561,
Together Time Parenting,Friday,#aae3ff,10:00:00+00:00,11:30:00+00:00,5 week parenting course for parents with babies 3-8 months. 14 Feb — 28 April,Better%20Start%20STREATHAM%20Spring%202025,Hitherfield Children’s Centre,"9 Hitherfield Rd,SW16 2LW",020 8835 9569,
Outdoor Stay and Play & Natural Thinkers,Friday,#efdab4,09:30:00+00:00,11:00:00+00:00,Activities especially for children 12 months — 4 years. Please call to book,Better%20Start%20STREATHAM%20Spring%202025,Hillside Gardens One O’clock Club,"9 Hillside Road,SW2 3HL",020 8835 9569,
Child Health Review Clinic,Friday,#aae3ff,,,By appointment,Better%20Start%20STREATHAM%20Spring%202025,Hitherfield Children’s Centre,"9 Hitherfield Rd,SW16 2LW",020 8835 9569,
